tuid,blockId,actionName,objectLogName,selectedShapeIndex,faceSelected,stageShapeIndex,explanationType,isCorrectPrediction,predictedShapeChoiceIndex,trueShapeChoiceIndex,stepActionType,lInd_0_BeforeAi,lInd_1_AfterAi,lInd_2_AfterXai,stat_1_vs_0_cnahged,stat_2_vs_0_cnahged,stat_2_vs_1_cnahged,face_0_BeforeAi,face_1_AfterAi,face_2_AfterXai,param1,param2,param3,param4,date,time
UID_sL45mf59ta49IG93FU,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,18:45:02 04.06.25,1749062702
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,4,,OS,yes,2,2,SubmitConfidenceForShape,8,8,8,false,false,false,4,4,4,OS,,,,18:45:04 04.06.25,1749062704
UID_sL45mf59ta49IG93FU,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,18:45:17 04.06.25,1749062717
UID_AL87Ek96Sq47GP20Gk,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,5,-,-,LLM,,,,18:46:09 04.06.25,1749062769
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,3,,OS,yes,5,5,SubmitConfidenceForShape,2,2,2,false,false,false,4,3,3,OS,,,,18:46:10 04.06.25,1749062770
UID_dn81wI23py15XB17bW,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,18:46:17 04.06.25,1749062777
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,4,,OS,yes,8,8,SubmitConfidenceForShape,2,8,2,true,false,true,3,3,4,OS,,,,18:46:33 04.06.25,1749062793
UID_sL45mf59ta49IG93FU,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,3,,OS,yes,2,2,SubmitConfidenceForShape,2,-,-,true,false,false,3,-,-,OS,,,,18:46:34 04.06.25,1749062794
UID_dn81wI23py15XB17bW,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,18:46:40 04.06.25,1749062800
UID_dn81wI23py15XB17bW,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,18:46:52 04.06.25,1749062812
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,2,1,1,true,true,false,2,5,5,LLM,,,,18:47:35 04.06.25,1749062855
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,4,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,LLM,,,,18:47:39 04.06.25,1749062859
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,5,,LLM,yes,1,1,SubmitConfidenceForShape,4,1,1,true,true,false,4,4,5,LLM,,,,18:49:18 04.06.25,1749062958
UID_vN82jC05RX72Hp99nU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,1,,OS,no,8,7,SubmitConfidenceForShape,2,8,8,true,true,false,1,1,1,OS,,,,18:49:28 04.06.25,1749062968
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,4,,LLM,no,8,6,SubmitConfidenceForShape,8,-,-,true,false,false,4,-,-,LLM,,,,18:49:31 04.06.25,1749062971
UID_AL87Ek96Sq47GP20Gk,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,18:49:34 04.06.25,1749062974
UID_vN82jC05RX72Hp99nU,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,3,,OS,no,,,,,,,false,false,false,,,,,,,,18:49:40 04.06.25,1749062980
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,8,1,1,true,true,false,3,3,4,LLM,,,,18:49:43 04.06.25,1749062983
UID_AL87Ek96Sq47GP20Gk,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,18:49:43 04.06.25,1749062983
UID_vN82jC05RX72Hp99nU,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,18:49:45 04.06.25,1749062985
UID_AL87Ek96Sq47GP20Gk,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,18:49:51 04.06.25,1749062991
UID_vN82jC05RX72Hp99nU,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,18:49:53 04.06.25,1749062993
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,2,,OS,yes,5,5,SubmitConfidenceForShape,1,1,1,false,false,false,3,1,2,OS,,,,18:50:16 04.06.25,1749063016
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,5,,OS,no,8,7,SubmitConfidenceForShape,6,8,8,true,true,false,4,5,5,OS,,,,18:50:51 04.06.25,1749063051
UID_NB30mT87Ki02rP44pa,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,18:51:11 04.06.25,1749063071
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,3,,LLM,yes,6,6,SubmitConfidenceForShape,4,6,6,true,true,false,3,3,3,LLM,,,,18:51:19 04.06.25,1749063079
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,5,,OS,yes,4,4,SubmitConfidenceForShape,1,4,4,true,true,false,5,5,5,OS,,,,18:51:45 04.06.25,1749063105
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,2,,LLM,yes,1,1,SubmitConfidenceForShape,8,1,8,true,false,true,3,3,2,LLM,,,,18:52:33 04.06.25,1749063153
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,5,,OS,no,4,2,SubmitConfidenceForShape,7,7,7,false,false,false,5,5,5,OS,,,,18:52:56 04.06.25,1749063176
UID_cZ66ys08Pp83MP90Yn,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,8,8,8,false,false,false,4,3,4,LLM,,,,18:52:59 04.06.25,1749063179
UID_fQ41dE04fP47pK90FA,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,2,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,2,-,-,LLM,,,,18:53:42 04.06.25,1749063222
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_2739_SubmitRatingBtn,,2,,OS,no,4,2,SubmitConfidenceForShape,7,7,7,false,false,false,2,2,2,OS,,,,18:54:16 04.06.25,1749063256
UID_NB30mT87Ki02rP44pa,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,5,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,5,-,-,LLM,,,,18:54:22 04.06.25,1749063262
UID_dn81wI23py15XB17bW,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,4,-,-,true,false,false,4,-,-,LLM,,,,18:54:31 04.06.25,1749063271
UID_AL87Ek96Sq47GP20Gk,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,5,,OS,yes,8,8,SubmitConfidenceForShape,8,-,-,true,false,false,5,-,-,OS,,,,18:54:40 04.06.25,1749063280
UID_dn81wI23py15XB17bW,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,4,4,4,false,false,false,4,3,4,LLM,,,,18:56:30 04.06.25,1749063390
UID_dn81wI23py15XB17bW,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,5,,LLM,no,,,,,,,false,false,false,,,,,,,,18:56:43 04.06.25,1749063403
UID_sL45mf59ta49IG93FU,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,2,,OS,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,2,-,-,OS,,,,18:56:49 04.06.25,1749063409
UID_dn81wI23py15XB17bW,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,18:56:52 04.06.25,1749063412
UID_AL87Ek96Sq47GP20Gk,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,5,,OS,no,7,8,SubmitConfidenceForShape,7,-,-,true,false,false,5,-,-,OS,,,,18:56:56 04.06.25,1749063416
UID_dn81wI23py15XB17bW,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,18:56:59 04.06.25,1749063419
UID_cZ66ys08Pp83MP90Yn,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,4,,LLM,yes,7,7,SubmitConfidenceForShape,4,4,4,false,false,false,4,4,4,LLM,,,,18:58:44 04.06.25,1749063524
UID_sL45mf59ta49IG93FU,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,3,,OS,no,7,8,SubmitConfidenceForShape,7,-,-,true,false,false,3,-,-,OS,,,,18:58:48 04.06.25,1749063528
UID_cZ66ys08Pp83MP90Yn,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,18:59:15 04.06.25,1749063555
UID_cZ66ys08Pp83MP90Yn,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,18:59:23 04.06.25,1749063563
UID_cZ66ys08Pp83MP90Yn,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,18:59:31 04.06.25,1749063571
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,5,,OS,yes,5,5,SubmitConfidenceForShape,5,-,-,true,false,false,5,-,-,OS,,,,19:00:15 04.06.25,1749063615
UID_AL87Ek96Sq47GP20Gk,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_1228_SubmitRatingBtn,,5,,OS,yes,2,2,SubmitConfidenceForShape,1,2,2,true,true,false,5,5,5,OS,,,,19:00:18 04.06.25,1749063618
UID_AL87Ek96Sq47GP20Gk,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,5,,OS,no,,,,,,,false,false,false,,,,,,,,19:00:28 04.06.25,1749063628
UID_AL87Ek96Sq47GP20Gk,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,5,,OS,no,,,,,,,false,false,false,,,,,,,,19:00:32 04.06.25,1749063632
UID_AL87Ek96Sq47GP20Gk,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,5,,OS,no,,,,,,,false,false,false,,,,,,,,19:00:35 04.06.25,1749063635
UID_cZ66ys08Pp83MP90Yn,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,7,-,-,true,false,false,4,-,-,OS,,,,19:01:11 04.06.25,1749063671
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,2,,OS,no,8,7,SubmitConfidenceForShape,2,2,2,false,false,false,2,2,2,OS,,,,19:01:17 04.06.25,1749063677
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,3,,LLM,no,4,3,SubmitConfidenceForShape,3,3,3,false,false,false,3,3,3,LLM,,,,19:02:03 04.06.25,1749063723
UID_cZ66ys08Pp83MP90Yn,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_7029_SubmitRatingBtn,,5,,OS,yes,8,8,SubmitConfidenceForShape,5,5,5,false,false,false,5,5,5,OS,,,,19:02:57 04.06.25,1749063777
UID_cZ66ys08Pp83MP90Yn,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,19:03:10 04.06.25,1749063790
UID_cZ66ys08Pp83MP90Yn,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,19:03:20 04.06.25,1749063800
UID_cZ66ys08Pp83MP90Yn,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,4,,OS,no,,,,,,,false,false,false,,,,,,,,19:03:27 04.06.25,1749063807
UID_sL45mf59ta49IG93FU,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,4,,OS,yes,4,4,SubmitConfidenceForShape,6,4,4,true,true,false,3,4,4,OS,,,,19:06:00 04.06.25,1749063960
UID_sL45mf59ta49IG93FU,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,19:06:17 04.06.25,1749063977
UID_sL45mf59ta49IG93FU,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,19:06:23 04.06.25,1749063983
UID_sL45mf59ta49IG93FU,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,1,,OS,no,,,,,,,false,false,false,,,,,,,,19:06:31 04.06.25,1749063991
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7788_SubmitRatingBtn,,4,,LLM,no,4,3,SubmitConfidenceForShape,3,2,3,true,false,true,3,4,4,LLM,,,,19:09:29 04.06.25,1749064169
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,4,4,4,false,false,false,3,3,4,LLM,,,,19:12:00 04.06.25,1749064320
UID_Ps14Kg70eD49ZP43Wx,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_128,click,confidence_rating1_stage_i0_OSExplanation_ShapeIndex_OS_128_SubmitRatingBtn,,4,,OS,no,7,8,SubmitConfidenceForShape,7,-,-,true,false,false,4,-,-,OS,,,,19:26:12 04.06.25,1749065172
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,3,,LLM,no,8,6,SubmitConfidenceForShape,5,5,5,false,false,false,3,3,3,LLM,,,,19:27:05 04.06.25,1749065225
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_7108_SubmitRatingBtn,,3,,LLM,no,8,6,SubmitConfidenceForShape,3,3,8,false,true,true,4,4,3,LLM,,,,19:30:35 04.06.25,1749065435
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,3,,OS,yes,4,4,SubmitConfidenceForShape,6,6,4,false,true,true,5,4,3,OS,,,,19:31:28 04.06.25,1749065488
UID_fQ41dE04fP47pK90FA,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,3,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,3,-,-,LLM,,,,19:32:24 04.06.25,1749065544
UID_fQ41dE04fP47pK90FA,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating1_stage_i0_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,3,-,-,LLM,,,,19:34:54 04.06.25,1749065694
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_429,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_429_SubmitRatingBtn,,4,,OS,no,8,7,SubmitConfidenceForShape,2,2,2,false,false,false,3,4,4,OS,,,,19:36:12 04.06.25,1749065772
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_218,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_218_SubmitRatingBtn,,4,,OS,yes,5,5,SubmitConfidenceForShape,1,1,1,false,false,false,4,4,4,OS,,,,19:38:24 04.06.25,1749065904
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869,click,confidence_rating3_stage_i0_OSExplanation_ShapeIndex_OS_869_SubmitRatingBtn,,4,,OS,yes,6,6,SubmitConfidenceForShape,5,6,6,true,true,false,4,4,4,OS,,,,19:42:00 04.06.25,1749066120
UID_fQ41dE04fP47pK90FA,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,3,,LLM,yes,1,1,SubmitConfidenceForShape,4,1,1,true,true,false,4,4,3,LLM,,,,19:42:15 04.06.25,1749066135
UID_Ps14Kg70eD49ZP43Wx,block_end_questionnaire_explanation_OS_question_1,click,block_end_questionnaire_explanation_OS_question_1_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,19:42:25 04.06.25,1749066145
UID_fQ41dE04fP47pK90FA,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,4,,LLM,no,,,,,,,false,false,false,,,,,,,,19:42:32 04.06.25,1749066152
UID_Ps14Kg70eD49ZP43Wx,block_end_questionnaire_explanation_OS_question_2,click,block_end_questionnaire_explanation_OS_question_2_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,19:42:38 04.06.25,1749066158
UID_fQ41dE04fP47pK90FA,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,19:42:44 04.06.25,1749066164
UID_Ps14Kg70eD49ZP43Wx,block_end_questionnaire_explanation_OS_question_3,click,block_end_questionnaire_explanation_OS_question_3_SubmitRatingBtn,,2,,OS,no,,,,,,,false,false,false,,,,,,,,19:42:50 04.06.25,1749066170
UID_fQ41dE04fP47pK90FA,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,19:42:57 04.06.25,1749066177
UID_Ps14Kg70eD49ZP43Wx,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_5349,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_5349_SubmitRatingBtn,,2,,LLM,yes,7,7,SubmitConfidenceForShape,7,-,-,true,false,false,2,-,-,LLM,,,,19:44:39 04.06.25,1749066279
UID_fQ41dE04fP47pK90FA,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999,click,confidence_rating1_stage_i1_OSExplanation_ShapeIndex_OS_6999_SubmitRatingBtn,,4,,OS,yes,4,4,SubmitConfidenceForShape,4,-,-,true,false,false,4,-,-,OS,,,,19:45:47 04.06.25,1749066347
UID_Ps14Kg70eD49ZP43Wx,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228,click,confidence_rating3_stage_i1_LLMExplanation_ShapeIndex_LLM_1228_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,5,1,1,true,true,false,4,4,4,LLM,,,,19:47:08 04.06.25,1749066428
UID_NB30mT87Ki02rP44pa,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229,click,confidence_rating3_stage_i0_LLMExplanation_ShapeIndex_LLM_1229_SubmitRatingBtn,,1,,LLM,yes,7,7,SubmitConfidenceForShape,4,7,7,true,true,false,2,2,1,LLM,,,,19:48:42 04.06.25,1749066522
UID_NB30mT87Ki02rP44pa,block_end_questionnaire_explanation_LLM_question_1,click,block_end_questionnaire_explanation_LLM_question_1_SubmitRatingBtn,,3,,LLM,no,,,,,,,false,false,false,,,,,,,,19:48:55 04.06.25,1749066535
UID_NB30mT87Ki02rP44pa,block_end_questionnaire_explanation_LLM_question_2,click,block_end_questionnaire_explanation_LLM_question_2_SubmitRatingBtn,,1,,LLM,no,,,,,,,false,false,false,,,,,,,,19:49:02 04.06.25,1749066542
UID_NB30mT87Ki02rP44pa,block_end_questionnaire_explanation_LLM_question_3,click,block_end_questionnaire_explanation_LLM_question_3_SubmitRatingBtn,,2,,LLM,no,,,,,,,false,false,false,,,,,,,,19:49:11 04.06.25,1749066551
UID_Ps14Kg70eD49ZP43Wx,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_4088,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_4088_SubmitRatingBtn,,4,,LLM,yes,6,6,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,LLM,,,,19:49:47 04.06.25,1749066587
UID_Ps14Kg70eD49ZP43Wx,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_219,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_219_SubmitRatingBtn,,4,,LLM,no,6,2,SubmitConfidenceForShape,6,-,-,true,false,false,4,-,-,LLM,,,,19:50:38 04.06.25,1749066638
UID_Ps14Kg70eD49ZP43Wx,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_6569,click,confidence_rating1_stage_i1_LLMExplanation_ShapeIndex_LLM_6569_SubmitRatingBtn,,4,,LLM,yes,1,1,SubmitConfidenceForShape,1,-,-,true,false,false,4,-,-,LLM,,,,19:52:49 04.06.25,1749066769
